,n_folds_ok,n_folds_failed,mean_loglik,total_loglik,sem_loglik,ci95_lo,ci95_hi,z_mean,z_std,coverage90,coverage50,mean_loglik_excl_worst_fold,_source_selector
0,50,0,-4.987432005263944,-249.37160026319722,0.28732927261241437,-5.629515607554296,-4.546175433731639,0.005958816338211836,1.1974503171977737,0.92,0.62,-4.736926833715696,selector
1,50,0,-4.48079391180627,-224.03969559031347,0.1953500783493207,-4.888417485222719,-4.121058507191321,0.004929272937822408,1.1511055341858665,0.84,0.5,-4.363439982703681,selector
2,50,0,-4.604274148357323,-230.21370741786615,0.1828307442920607,-4.959207213253623,-4.244072775589631,-0.008382833797235017,1.037959287876414,0.92,0.6,-4.560517814015568,selector
