,loo_lpd,loo_rmse,loo_coverage_2sd,loo_z_sd,kfold_lpd,kfold_lpd_sd,n_params,nll,aic,_source_study
0,-4.987431999612385,31.509744763205745,0.92,1.197450313415665,-5.0237462705207365,0.10049657515569296,4.0,239.3293860755383,486.6587721510766,run_noise_study.score
1,-4.429416764949076,30.72489651573376,0.9,1.0976308063178446,-4.439174555418215,0.04519457092902381,4.0,216.9893260632016,441.9786521264032,run_noise_study.score
2,-4.4294167683709,30.72489651573363,0.9,1.097630808525058,-4.442075624858338,0.04616731213304618,5.0,216.9893260632016,443.9786521264032,run_noise_study.score
3,-4.479322188828166,30.706901082572916,0.88,1.1498923956085534,-4.531558412180057,0.17199532071168971,5.0,216.73497255208173,443.46994510416346,run_noise_study.score
